product_id,created_at,title,price,old_price,description,avg_vote_rate,num_votes,labels,related_products,sizes.in_stock,sizes.out_of_stock,features.product_type,features.producer,features.collections,features.age,features.ground_type,features.type_of_class,features.upper,features.type_of_binding,features.boots_with_sock,features.collection,features.color,features.plays_in_these_boots,features.manufacturers_data,features.team,category_name,category_id,features.ball_size,features.connecting_type,features.weigh,features.league
301,2025-04-10T21:36:41.167902+02:00,Cleats Puma Future 7 Ultimate Fg/Ag - Black,126.99,230.0,"Players, feel what the FUTURE is. These shoes have a redesigned upper that combines PWRPRINT and PWRTAPE technologies with an exceptionally flexible knit and soft double mesh, providing a next-generation fit. The Dynamic Motion System technology ensures incredible grip and agility, useful during quick cuts and changes of pace. When you wear the FUTURE, you are the FUTURE. Start creating it.The upper of this shoe is made of at least 20% recycled material.",4.8,8.0,['Sale'],"[197553, 188045, 188044, 188042]","['39', '40', '40.5', '41', '42', '42.5', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '43', '44', '44.5', '45', '46.5', '47', '48.5']",Football Boots,Puma,Puma Future,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,Yes,Puma Black Pack,Black,Neymar Jr,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
302,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Fg - White,126.99,230.0,"Lace up, which means tie your shoelaces. In the new ULTRA shoes, you will feel what speed and unparalleled performance are. This precisely designed model is equipped with a completely new SPEEDSYSTEM outsole and FastTrax studs, so you will find yourself under the goal incredibly quickly. It will be a game at full speed.The upper of this shoe is made of at least 50% recycled material.",4.0,4.0,"['Sale', 'Exclusive']","[197555, 188028, 188027, 188026, 187989, 187988]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma White Pack,White,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
303,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Mxsg - Black,132.99,240.0,"Lace up, which means tie your shoelaces. In the new ULTRA shoes, you will feel what speed and unparalleled performance are. This precisely designed model is equipped with a completely new SPEEDSYSTEM outsole, so you will find yourself under the goal incredibly quickly. It will be a game at full speed.The upper of this shoe is made of at least 50% recycled material.",,,['Sale'],"[187984, 187982]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Black Pack,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
304,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra 5 Ultimate Fg - Black,126.99,230.0,"Lace up, which means tie your shoelaces. In the new ULTRA shoes, you will feel what speed and unparalleled performance are. This precisely designed model is equipped with a completely new SPEEDSYSTEM outsole and FastTrax studs, so you will find yourself under the goal incredibly quickly. It will be a game at full speed.The upper of this shoe is made of at least 50% recycled material.",5.0,2.0,['Sale'],"[197555, 188029, 188028, 188026, 187989, 187988]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45']","['35.5', '36', '37', '37.5', '38', '38.5', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Black Pack,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
305,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Fg/Ag - White,121.99,220.0,"Let everyone know: a new KING has arrived in the city. These shoes definitely deserve their name. They have an upper made of animal-free material K-BETTER™ and a GRIPCONTROL 3D construction on the medial side, which provides better control and ball feel. Shoes fit for a KING. Welcome the worthy successor.The upper of this shoe is made of at least 30% recycled material.",5.0,1.0,"['Sale', 'Exclusive']","[197554, 187972, 187957, 187956, 187955]","['39', '40', '40.5', '41', '42.5', '44', '44.5', '45']","['35.5', '36', '37', '37.5', '38', '38.5', '42', '43', '46', '46.5', '47', '48.5']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma White Pack,White,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
306,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Fg/Ag - Black,121.99,220.0,"Let everyone know: a new KING has arrived in the city. These shoes definitely deserve their name. They have an upper made of animal-free material K-BETTER™ and a GRIPCONTROL 3D construction on the medial side, which provides better control and ball feel. Shoes fit for a KING. Welcome the worthy successor.The upper of this shoe is made of at least 30% recycled material.",5.0,1.0,['Sale'],"[197554, 187972, 187958, 187957, 187956]","['39', '40', '40.5', '41', '42', '42.5', '44', '44.5', '45', '46']","['35.5', '36', '37', '37.5', '38', '38.5', '43', '46.5', '47', '48.5']",Football Boots,Puma,Puma King,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Black Pack,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
307,2025-04-10T21:36:41.167902+02:00,Cleats Puma King Ultimate Mxsg - Black,121.99,220.0,"Let everyone know: a new KING has arrived in the city. This football boot deserves its name thanks to the combination of the upper made of animal-free material K-BETTER™ and the GripControl 3D structure on the inner side, providing better ball control and a touch worthy of a king. The rightful successor is here.K-BETTER™: Better without leather. The K-BETTER™ upper material, not derived from animals, offers a new and improved version of the signature touch, comfort, and durability of the KING model.GripControl 3D: Ribbed structure for better ball control.",5.0,1.0,['Sale'],"[188041, 188040]","['39', '40', '40.5', '41', '42', '42.5', '43', '44', '44.5']","['45', '46', '46.5', '47']",Football Boots,Puma,Puma King,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Puma Black Pack,Black,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
443,2025-04-10T21:36:41.167902+02:00,Cleats Puma Ultra Ultimate Fg/Ag - Blue,121.99,242.99,"ULTRA - When they think you can't get any faster - you do. With the completely redesigned, lightweight ULTRAWEAVE upper, the new ULTRA ULTIMATE takes its signature speed and acceleration to the next level. The application of PWRTAPE draws from the anatomy of the human foot to provide natural support for quick changes in pace and direction. The SPEEDPLATE inspired by running spikes is the official statement: ULTRA is too fast for them.",4.8,8.0,['Sale'],"[185827, 181730, 181062]","['39', '40', '40.5', '46']","['41', '42', '42.5', '43', '44', '44.5', '45', '46.5', '47']",Football Boots,Puma,Puma Ultra,Men,"Firm Ground (Fg), Artificial Grass (Ag/Tf)",Professional,Synthetic,Shoelace,No,Puma Gear Up,Blue,,"Puma Se, Puma Way 1, 91074 Herzogenaurach, De",,boots,1,,,,
308,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4 Pro Low Fg - Navy Blue,141.99,234.99,"See the difference Tekela makes. Tekela V4 Pro Low FG football boots provide zonal support and dynamic feedback to elite-level players. The full-length elasticated knit upper with lacing and directional heel padding provides secure lockdown, bringing you closer to the ball. The lightweight nylon outsole with multi-directional conical and TPU oblique studs in the forefoot is designed specifically for hard surfaces to help you master the pitch with lightning-quick turns.",5.0,2.0,['Sale'],"[194092, 194091]","['39.5', '40', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '46.5']","['45', '45.5']",Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,New Balance Power Surge Pack,Navy Blue,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
309,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4 Pro Fg - Navy Blue,141.99,234.99,"See the difference Tekela makes. Tekela V4 Pro FG football boots provide zonal support and dynamic response to elite-level players. The full-length elasticated knit upper with no laces and directional knit heel counter provides a secure fit, bringing you closer to the ball. The lightweight nylon outsole with multi-directional conical and angled TPU studs in the forefoot is designed specifically for hard surfaces to help you master the pitch with lightning-quick turns.",,,['Sale'],"[194090, 163467]","['39.5', '40', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '45', '45.5']",['46.5'],Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Lack,Yes,New Balance Power Surge Pack,Navy Blue,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
310,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Furon V7 Pro Fg - Orange,141.99,234.99,"Professional football boots from the Furon V7 Pro FG series are high-quality cleats designed for playing on medium-soft grass surfaces.The lightweight and stretchy, yet strong and durable upper has been made using HYPOKNIT technology, which is characterized by flexibility, breathability and a snug fit to the shape of the foot.FG (firm-ground) cleats will perform best on not too compact, but not too soft, medium-soft grass surfaces, providing high stability of movements and excellent grip during the game.",5.0,1.0,['Sale'],"[194085, 194084, 181720, 179942, 163459]","['39.5', '40', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46.5']",[],Football Boots,New Balance,New Balance Furon,Men,Firm Ground (Fg),Professional,Synthetic,,No,New Balance Power Surge Pack,Orange,Raheem Sterling,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
311,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Fg - White,141.99,234.99,"Men's football boots with a raised upper dedicated for playing on hard ground surfaces and natural fields.The lightweight and stretchable, yet strong and durable upper is made with the use of HYPOKNIT solution, which is characterized by flexibility, breathability, and adaptation to the shape of the foot.Thanks to the innovative FuelCell foam, the shoes provide a very high level of cushioning.The FuelCell technology ensures maximum shock absorption without compromising speed.The non-slip sole made of durable TPU and nylon guarantees lightness and reduces fatigue during the game.The angled studs in the front of the foot provide support during quick turns.",,,['Sale'],[187822],"['39.5', '40', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '45']","['45.5', '46.5']",Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Lack,Yes,New Balance United In Fuelcell Pack,White,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
312,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Low Fg - White,141.99,234.99,"Men's cleats designed for playing on hard ground surfaces and natural fields.The lightweight and stretchable yet strong and durable upper is made with HYPOKNIT technology, known for its flexibility, breathability, and ability to conform to the shape of the foot.The innovative FuelCell foam provides a high level of cushioning.FuelCell technology ensures maximum shock absorption without sacrificing speed.The non-slip outsole made of durable TPU and nylon guarantees lightness and reduces fatigue during play.The angled studs in the front of the foot provide support during quick turns.",5.0,1.0,['Sale'],"[203483, 200606, 195674, 187821]","['39.5', '40', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '45', '45.5', '46.5']",[],Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,New Balance United In Fuelcell Pack,White,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
313,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Low Sg - White,141.99,234.99,"Men's cleats designed for playing on soft and wet grass surfaces.The lightweight and stretchable upper, as well as the strong and durable HYPOKNIT solution, provides flexibility, breathability, and a perfect fit to the shape of the foot.Thanks to the innovative FuelCell foam, the shoes offer a high level of cushioning. The FuelCell technology ensures maximum shock absorption without compromising speed. The non-slip outsole made of durable TPU and nylon guarantees lightness and reduces fatigue during the game.",,,['Sale'],[189219],"['39.5', '40', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '45.5', '46.5']",['45'],Football Boots,New Balance,New Balance Tekela,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,New Balance United In Fuelcell Pack,White,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
314,2025-04-10T21:36:41.167902+02:00,Cleats New Balance Tekela V4+ Pro Low Fg - White,140.99,233.99,"Improved grip and intuitive fit and feel come together to help optimize every pass and strike.Features:-Hypoknit tree provides stretch and support, as well as precise fit-3D Molded FuelCell insole provides comfort and propulsion to help you move forward-Lightweight upper provides better ball contact-Raised 3D details in the midfoot provide better ball interaction and additional stability-Lightweight nylon outsole provides dynamic play-Conical and angled studs on the rim help optimize grip and facilitate multidirectional movements-FG outsole for use on hard surfaces-Low-profile silhouette",4.8,4.0,"['Sale', 'Last Chance', 'Exclusive']","[203483, 200606, 195593, 187821]",['40'],"['39.5', '40.5', '41.5', '42', '42.5', '43', '44', '44.5', '45', '45.5']",Football Boots,New Balance,New Balance Tekela,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,New Balance Canvas Series - Endrick Felipe,White,,"New Balance Athletics, Inc., Brighton Landing, 100 Guest Street, Boston, Ma 02135-2088, Us",,boots,1,,,,
